Enter value for sql_id: crg49j4zawzwt

   |             |          |      |                 |    |      |       |      |        |            |           |         |          |      elapsd|         cpu|          io|       clust|        conc|         |          |            |
   |             |          |      |                 | inv| parse|       |PXServ|        |      buffer|       disk|   direct|      rows|        time|        time|        wait|        wait|        wait|         |          |     elapsed|
 in|             | plan_hash|  snap|                 |alid| calls|   exec|  Exec| fetches|        gets|      reads|   writes| processed|       delta|       delta|       delta|       delta|       delta|         |          |         per|
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta| delta|   delta|       delta|      delta|    delta|     delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |    CPU_EX|   execution|SQL_PROFILE
---|-------------|----------|------|-----------------|----|------|-------|------|--------|------------|-----------|---------|----------|------------|------------|------------|------------|------------|---------|----------|------------|------------------------------------------------------------------------------------------------
  1|crg49j4zawzwt| 311184100| 26558|TUE 22-10 02:00  |   0|     1|     16|  1302300.53|   222700.00|  1174938.31|         .00|         .00|ALL      |        0|    73433.64|null        |null        |  13918.75|    81393.78
  1|crg49j4zawzwt| 311184100| 26559|TUE 22-10 03:00  |   0|     2|     16|  1329046.54|   228830.00|  1196718.86|         .00|         .00|ALL      |null     |    74794.93|null        |null        | 14301.875|    83065.41
  1|crg49j4zawzwt| 311184100| 26560|TUE 22-10 04:00  |   0|     1|     14|  2116563.15|   207700.00|  1995518.32|         .00|         .00|ALL      |null     |   142537.02|null        |null        |14835.7143|   151183.08
  1|crg49j4zawzwt| 311184100| 26561|TUE 22-10 05:00  |   0|     3|     16|  1431216.05|   223830.00|  1302878.30|         .00|         .00|ALL      |        0|    81429.89|null        |null        | 13989.375|    89451.00
  1|crg49j4zawzwt| 311184100| 26562|TUE 22-10 06:00  |   0|     2|     16|  1413037.29|   216540.00|  1290997.48|         .00|         .00|ALL      |        0|    80687.34|null        |null        |  13533.75|    88314.83
  1|crg49j4zawzwt| 311184100| 26563|TUE 22-10 07:00  |   0|     2|     16|  1422960.80|   228350.00|  1268760.76|         .00|       14.62|ALL      |null     |    79297.55|null        |         .91| 14271.875|    88935.05
  1|crg49j4zawzwt| 311184100| 26564|TUE 22-10 08:00  |   0|     0|     16|  1350792.25|   221350.00|  1227357.53|         .00|         .00|ALL      |null     |    76709.85|null        |null        | 13834.375|    84424.52
  1|crg49j4zawzwt| 311184100| 26565|TUE 22-10 09:00  |   0|     0|     16|  1286374.40|   221950.00|  1162829.71|         .00|         .00|ALL      |        0|    72676.86|null        |null        | 13871.875|    80398.40
  1|crg49j4zawzwt| 311184100| 26566|TUE 22-10 10:00  |   0|     1|     16|  1313955.42|   222120.00|  1190346.01|         .00|         .00|ALL      |        0|    74396.63|null        |null        |   13882.5|    82122.21
  1|crg49j4zawzwt| 311184100| 26567|TUE 22-10 11:00  |   0|     0|     16|  1313550.68|   223780.00|  1188801.36|         .00|         .00|ALL      |null     |    74300.09|null        |null        |  13986.25|    82096.92
  1|crg49j4zawzwt| 311184100| 26568|TUE 22-10 12:00  |   0|     6|     16|  1355218.56|   223410.00|  1230464.13|         .00|         .00|ALL      |        0|    76904.01|null        |null        | 13963.125|    84701.16
  1|crg49j4zawzwt| 311184100| 26569|TUE 22-10 13:00  |   0|     2|     16|  1300550.96|   221840.00|  1176214.70|         .00|         .00|ALL      |        1|    73513.42|null        |null        |     13865|    81284.43
  1|crg49j4zawzwt| 311184100| 26570|TUE 22-10 14:00  |   0|     3|     16|  1257340.09|   212650.00|  1136122.37|         .00|         .00|ALL      |        0|    71007.65|null        |null        | 13290.625|    78583.76
  1|crg49j4zawzwt| 311184100| 26571|TUE 22-10 15:00  |   0|     6|     16|  1396027.15|   234030.00|  1260332.88|         .00|         .00|ALL      |null     |    78770.80|null        |null        | 14626.875|    87251.70
  1|crg49j4zawzwt| 311184100| 26572|TUE 22-10 16:00  |   0|     7|     14|  1515602.69|   217770.00|  1389594.21|         .00|         .00|ALL      |null     |    99256.73|null        |null        |     15555|   108257.34
  1|crg49j4zawzwt|2590870226| 25583|WED 11-09 11:00  |   1|     1|     16|    16848.35|      660.00|    16212.12|         .00|         .00|ALL      |        4|     1013.26|null        |null        |     41.25|     1053.02
  1|crg49j4zawzwt|2590870226| 25595|WED 11-09 23:00  |   1|     1|     16|     6081.05|      620.00|     5432.34|         .00|         .00|ALL      |        4|      339.52|null        |null        |     38.75|      380.07
  1|crg49j4zawzwt|2590870226| 25601|THU 12-09 05:00  |   1|     2|     16|    15476.77|      600.00|    14828.45|         .00|         .00|ALL      |        0|      926.78|null        |null        |      37.5|      967.30
  1|crg49j4zawzwt|2590870226| 25603|THU 12-09 07:00  |   0|     6|     16|    19232.46|      680.00|    18464.87|         .00|         .00|ALL      |null     |     1154.05|null        |null        |      42.5|     1202.03
  1|crg49j4zawzwt|2590870226| 25612|THU 12-09 16:00  |   0|     9|     16|     6220.51|      640.00|     5558.12|         .00|         .00|ALL      |null     |      347.38|null        |null        |        40|      388.78
  1|crg49j4zawzwt|2590870226| 25708|MON 16-09 16:00  |   0|     9|     16|     6654.67|      600.00|     6027.35|         .00|         .00|ALL      |null     |      376.71|null        |null        |      37.5|      415.92
  1|crg49j4zawzwt|2590870226| 25720|TUE 17-09 04:00  |   7|     2|     16|     7621.11|      650.00|     6962.08|         .00|         .00|ALL      |null     |      435.13|null        |null        |    40.625|      476.32
  1|crg49j4zawzwt|2590870226| 25728|TUE 17-09 12:00  |   7|     5|     16|     9171.90|      670.00|     8514.05|         .00|         .00|ALL      |null     |      532.13|null        |null        |    41.875|      573.24
  1|crg49j4zawzwt|2590870226| 25731|TUE 17-09 15:00  |   0|     9|     16|     9289.84|      610.00|     8649.52|         .00|         .00|ALL      |null     |      540.60|null        |null        |    38.125|      580.61
  1|crg49j4zawzwt|2590870226| 25755|WED 18-09 15:00  |   0|     8|     18|     9420.52|      720.00|     8643.68|         .00|         .00|ALL      |null     |      480.20|null        |null        |        40|      523.36
  1|crg49j4zawzwt|2590870226| 25756|WED 18-09 16:00  |   0|     7|     14|     2650.25|      720.00|     2008.17|         .00|         .00|ALL      |null     |      143.44|null        |null        |51.4285714|      189.30
  1|crg49j4zawzwt|2590870226| 25783|THU 19-09 19:00  |   0|     8|     16|    14375.14|      650.00|    13730.15|         .00|         .00|ALL      |null     |      858.13|null        |null        |    40.625|      898.45
  1|crg49j4zawzwt|2590870226| 25785|THU 19-09 21:16  |   0|     6|     12|    21524.80|     1210.00|    20765.69|         .00|         .00|ALL      |        1|     1730.47|null        |null        |100.833333|     1793.73
  1|crg49j4zawzwt|2590870226| 25786|THU 19-09 22:00  |   0|     1|     16|     3994.20|     1030.00|     3249.07|         .00|         .00|ALL      |        1|      203.07|null        |null        |    64.375|      249.64
  1|crg49j4zawzwt|2590870226| 25787|THU 19-09 23:00  |   0|     4|     16|    31508.40|     1140.00|    30658.54|         .00|         .00|ALL      |        2|     1916.16|null        |null        |     71.25|     1969.27
  1|crg49j4zawzwt|2590870226| 25796|FRI 20-09 08:00  |   0|     1|     16|     3472.10|      940.00|     2671.60|         .00|         .00|ALL      |null     |      166.98|null        |null        |     58.75|      217.01
  1|crg49j4zawzwt|2590870226| 25797|FRI 20-09 09:00  |   0|     0|     16|     2255.44|      800.00|     1532.04|         .00|         .00|ALL      |        0|       95.75|null        |null        |        50|      140.96
  1|crg49j4zawzwt|2590870226| 25871|MON 23-09 11:00  |   0|     4|     17|    13065.41|      770.00|    12269.49|         .00|         .00|ALL      |null     |      721.73|null        |null        |45.2941176|      768.55
  1|crg49j4zawzwt|2590870226| 25888|TUE 24-09 04:00  |   0|     1|      4|    13162.31|      240.00|    12934.51|         .00|         .00|ALL      |null     |     3233.63|null        |null        |        60|     3290.58
  1|crg49j4zawzwt|2590870226| 25902|TUE 24-09 18:00  |   0|    10|     16|     5813.06|      580.00|     5144.30|         .00|         .00|ALL      |        0|      321.52|null        |null        |     36.25|      363.32
  1|crg49j4zawzwt|2590870226| 25903|TUE 24-09 19:00  |   0|     7|     16|    21355.12|      900.00|    20580.33|         .00|         .00|ALL      |        1|     1286.27|null        |null        |     56.25|     1334.69
  1|crg49j4zawzwt|2590870226| 25904|TUE 24-09 20:00  |   0|    10|     15|    15443.85|     1290.00|    14635.95|         .00|         .00|ALL      |        0|      975.73|null        |null        |        86|     1029.59
  1|crg49j4zawzwt|2590870226| 25919|WED 25-09 11:00  |   0|     1|     16|    28371.96|      870.00|    27640.38|         .00|         .00|ALL      |null     |     1727.52|null        |null        |    54.375|     1773.25
  1|crg49j4zawzwt|2590870226| 25920|WED 25-09 12:00  |   0|     4|     16|    13126.39|      740.00|    12429.36|         .00|         .00|ALL      |null     |      776.83|null        |null        |     46.25|      820.40
  1|crg49j4zawzwt|2590870226| 25929|WED 25-09 21:00  |   0|     5|     16|    13844.80|      870.00|    13144.69|         .00|         .00|ALL      |        0|      821.54|null        |null        |    54.375|      865.30
  1|crg49j4zawzwt|2590870226| 25949|THU 26-09 17:00  |   0|     4|     16|     7549.73|      620.00|     6867.02|         .00|         .00|ALL      |        0|      429.19|null        |null        |     38.75|      471.86
  1|crg49j4zawzwt|2590870226| 25950|THU 26-09 18:00  |   0|     1|     14|     3034.47|      530.00|     2491.53|         .00|         .00|ALL      |        1|      177.97|null        |null        |37.8571429|      216.75
  1|crg49j4zawzwt|2590870226| 26025|SUN 29-09 21:00  |   1|     4|     16|     3817.52|      640.00|     3160.96|         .00|         .00|ALL      |        0|      197.56|null        |null        |        40|      238.60
  1|crg49j4zawzwt|2590870226| 26043|MON 30-09 15:00  |   1|     6|     16|     9328.49|      610.00|     8687.20|         .00|         .00|ALL      |null     |      542.95|null        |null        |    38.125|      583.03
  1|crg49j4zawzwt|2590870226| 26053|TUE 01-10 01:00  |   1|     1|     16|    12834.28|      620.00|    12187.72|         .00|         .00|ALL      |        0|      761.73|null        |null        |     38.75|      802.14
  1|crg49j4zawzwt|2590870226| 26066|TUE 01-10 14:00  |   1|     4|     16|     9430.07|      580.00|     8802.61|         .00|         .00|ALL      |        0|      550.16|null        |null        |     36.25|      589.38
  1|crg49j4zawzwt|2590870226| 26067|TUE 01-10 15:00  |   1|     6|     16|    10587.00|      590.00|     9942.41|         .00|         .00|ALL      |null     |      621.40|null        |null        |    36.875|      661.69

   |             |          |      |                 |    |      |       |      elapsd|         cpu|          io|       clust|        conc|         |         |            |            |            |          |
   |             |          |      |                 | inv| parse|       |        time|        time|        wait|        wait|        wait|         |         |          io|         cwt|          cc|          |     elapsed
 in|             | plan_hash|  snap|                 |alid| calls|   exec|       delta|       delta|       delta|       delta|       delta|         |     rows|         per|         per|         per|          |         per
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |     exec|   execution|   execution|   execution|    CPU_EX|   execution
---|-------------|----------|------|-----------------|----|------|-------|------------|------------|------------|------------|------------|---------|---------|------------|------------|------------|----------|------------
  1|crg49j4zawzwt|2590870226| 26072|TUE 01-10 20:00  |   0|     5|     15|     5939.40|      540.00|     5334.60|         .00|         .00|ALL      |        0|      355.64|null        |null        |        36|      395.96
  1|crg49j4zawzwt|2590870226| 26073|TUE 01-10 21:00  |   0|     3|     16|     3231.54|      570.00|     2605.29|         .00|         .00|ALL      |        1|      162.83|null        |null        |    35.625|      201.97
  1|crg49j4zawzwt|2590870226| 26075|TUE 01-10 23:00  |   1|     3|     16|     7084.21|      630.00|     6429.99|         .00|         .00|ALL      |        1|      401.87|null        |null        |    39.375|      442.76
  1|crg49j4zawzwt|2590870226| 26093|WED 02-10 17:00  |   1|     6|     16|     7580.23|      570.00|     6945.53|         .00|         .00|ALL      |        0|      434.10|null        |null        |    35.625|      473.76
  1|crg49j4zawzwt|2590870226| 26097|WED 02-10 21:00  |   0|     9|     16|    27246.64|      880.00|    26472.33|         .00|         .00|ALL      |        0|     1654.52|null        |null        |        55|     1702.91
  1|crg49j4zawzwt|2590870226| 26098|WED 02-10 22:00  |   1|     2|     16|     4123.72|      600.00|     3506.63|         .00|         .00|ALL      |        0|      219.16|null        |null        |      37.5|      257.73
  1|crg49j4zawzwt|2590870226| 26099|WED 02-10 23:00  |   1|     1|     16|     7463.82|      600.00|     6831.23|         .00|         .00|ALL      |null     |      426.95|null        |null        |      37.5|      466.49
  1|crg49j4zawzwt|2590870226| 26100|THU 03-10 00:00  |   1|     0|     11|    16670.64|      550.00|    16178.28|         .00|         .00|ALL      |null     |     1470.75|null        |null        |        50|     1515.51
  1|crg49j4zawzwt|2590870226| 26101|THU 03-10 01:00  |   1|     1|     16|    11346.14|      640.00|    10699.92|         .00|         .00|ALL      |        0|      668.74|null        |null        |        40|      709.13
  1|crg49j4zawzwt|2590870226| 26102|THU 03-10 02:00  |   1|     1|     16|     2981.63|      570.00|     2366.56|         .00|         .00|ALL      |        0|      147.91|null        |null        |    35.625|      186.35
  1|crg49j4zawzwt|2590870226| 26113|THU 03-10 13:00  |   1|     6|     16|     5280.22|      570.00|     4651.45|         .00|         .00|ALL      |        0|      290.72|null        |null        |    35.625|      330.01
  1|crg49j4zawzwt|2590870226| 26115|THU 03-10 15:00  |   0|    10|     16|    22795.99|     1620.00|    19335.44|         .00|         .45|ALL      |     1850|     1208.47|null        |         .03|    101.25|     1424.75
  1|crg49j4zawzwt|2590870226| 26117|THU 03-10 17:00  |   1|     5|     16|    31697.62|     1930.00|    29728.21|         .00|         .00|ALL      |        0|     1858.01|null        |null        |   120.625|     1981.10
  1|crg49j4zawzwt|2590870226| 26118|THU 03-10 18:00  |   0|     6|     16|     1809.66|     1650.00|         .00|         .00|         .00|ALL      |        0|null        |null        |null        |   103.125|      113.10
  1|crg49j4zawzwt|2590870226| 26120|THU 03-10 20:00  |   0|     5|     16|     1741.92|     1600.00|         .00|         .00|         .00|ALL      |null     |null        |null        |null        |       100|      108.87
  1|crg49j4zawzwt|2590870226| 26121|THU 03-10 21:00  |   1|     4|     16|    50327.87|     1950.00|    48355.70|         .00|         .00|ALL      |        0|     3022.23|null        |null        |   121.875|     3145.49
  1|crg49j4zawzwt|2590870226| 26122|THU 03-10 22:00  |   1|     3|     16|     3770.35|     1620.00|     1965.59|         .00|         .00|ALL      |        0|      122.85|null        |null        |    101.25|      235.65
  1|crg49j4zawzwt|2590870226| 26123|THU 03-10 23:00  |   1|     1|     16|     1735.58|     1570.00|         .00|         .00|         .00|ALL      |        0|null        |null        |null        |    98.125|      108.47
  1|crg49j4zawzwt|2590870226| 26124|FRI 04-10 00:00  |   1|     1|     11|    33733.46|     1420.00|    32325.68|         .00|         .00|ALL      |null     |     2938.70|null        |null        |129.090909|     3066.68
